CNS,Dat. Instalação,Denominação,Tipo,Atribuições,Status,Situação jurídica da serventia,Data decisão,UF,Cidade,E-mail contato,Dat. ingresso responsável,Responsável,Substituto
12.421-4,23/11/1903,Oficial de Registro Civil das Pessoas Naturais e Tabelião de Notas do município de Timburi,Privatizada,Notas / Registro Civil das Pessoas Naturais e de Interdições e Tutelas,Ativo,PROVIDO,08/11/2023,SP,TIMBURI,cartoriodetimburi@gmail.com,2023-10-27,MATHEUS BERGONZINI,-
12.422-2,10/01/1888,SERVIÇO DE REGISTRO CIVIL DAS PESSOAS NATURAIS E DE INTERDIÇÕES E TUTELAS DA SEDE DA COMARCA DE ITAPORANGA ESTADO DE SÃO PAULO,Privatizada,Registro Civil das Pessoas Naturais e de Interdições e Tutelas,Ativo,PROVIDO,12/07/2010,SP,ITAPORANGA,itaporanga@arpensp.org.br,2024-07-10,THIAGO LUIZ DA SILVA,MAICON MANTOVANI DIAS
12.423-0,30/08/1945,Oficial de Registro Civil das Pessoas Naturais e Tabelionato de Notas,Privatizada,Notas / Registro Civil das Pessoas Naturais e de Interdições e Tutelas,Ativo,PROVIDO,12/07/2021,SP,AREALVA,cartoriojacuba@gmail.com,2024-07-15,LUCIANO FRANCISCO DE SOUZA ANDRADE,SELMA SILVA FELIX
12.424-8,01/07/1919,OFICIAL DO REGISTRO CIVIL DAS PESSOAS NATURAIS E TABELIAO DE NOTAS DO DISTRITO DE GUARIROBA,Privatizada,Notas / Registro Civil das Pessoas Naturais e de Interdições e Tutelas,Ativo,PROVIDO,12/07/2010,SP,TAQUARITINGA,cartorio_guarirobasp@hotmail.com,2013-07-15,MARCUS VINíCIUS TAVARES E MELLO,-
12.425-5,29/06/1919,SERVIÇO DE REGISTRO CIVIL E TABELIONATO DE NOTAS,Privatizada,Notas / Registro Civil das Pessoas Naturais e de Interdições e Tutelas,Ativo,VAGO,13/05/2025,SP,CANDIDO RODRIGUES,cartoriocandidorodrigues@hotmail.com,2025-05-05,INDIANARA PATRICIA SANTELLO,-
12.426-3,09/01/1946,SERVIÇO DE REGISTRO CIVIL E NOTARIAL,Privatizada,Notas / Registro Civil das Pessoas Naturais e de Interdições e Tutelas,Ativo,PROVIDO,05/08/2015,SP,MONCOES,cartoriodemoncoes@gmail.com,2015-07-09,FERNANDO KEUTENEDJIAN MADY,ELOÍSA MARIA DA SILVEIRA
12.427-1,12/04/1923,CARTÓRIO DE REGISTRO CIVIL E NOTAS,Privatizada,Notas / Registro Civil das Pessoas Naturais e de Interdições e Tutelas,Ativo,PROVIDO,14/03/2024,SP,CABRALIA PAULISTA,cabraliapaulista@arpensp.org.br,2024-07-11,EMIL SILVA,ÉRIKA MENEZES DA SILVA
12.428-9,31/01/1891,SERVIÇO DE REGISTRO CIVIL E NOTAS,Privatizada,Notas / Registro Civil das Pessoas Naturais e de Interdições e Tutelas,Ativo,PROVIDO,13/07/2021,SP,DOURADO,dourado@arpensp.org.br,2024-08-01,JULIA CAVALCANTI DE ALBUQUERQUE,-
12.429-7,02/01/1935,Oficial do Registro Civil e Tabelião de Notas,Privatizada,Notas / Registro Civil das Pessoas Naturais e de Interdições e Tutelas,Ativo,PROVIDO,15/03/2024,SP,JOAO RAMALHO,joaoramalho@arpensp.org.br,2023-11-01,FáBIO JúNIOR NEVES DA SILVA,DIVA MARIA DE CARVALHO SILVA
12.430-5,01/11/1950,SERVIÇO DE REGISTRO CIVIL E TABELIONATO,Privatizada,Notas / Registro Civil das Pessoas Naturais e de Interdições e Tutelas,Ativo,PROVIDO,12/07/2021,SP,VALENTIM GENTIL,civil.notasvg@gmail.com,2024-07-15,RICCIERI PATTINI,-
12.432-1,30/12/1919,"Serviço de Registro Civil e Tabelionato de Notas do Distrito de Guaianases, Comarca da Capital de São Paulo",Privatizada,Notas / Registro Civil das Pessoas Naturais e de Interdições e Tutelas,Ativo,PROVIDO,14/03/2024,SP,SAO PAULO,diretoria@cartorioguaianases.com.br,2023-10-23,SORAYA PINA BASTOS,VALTER GONçALVES BASTOS
12.433-9,06/06/1891,Oficial de Registro Civil das Pessoas Naturais e Tabelião de Notas do Município de Óleo da Comarca de Piraju,Privatizada,Notas / Registro Civil das Pessoas Naturais e de Interdições e Tutelas,Ativo,PROVIDO,14/03/2024,SP,OLEO,cartoriodeoleo@hotmail.com,2023-10-27,FABIANO JOSé DE OLIVEIRA SILVA,-
12.434-7,12/04/1890,Tabelionato de Notas e Protestos de Letras e Títulos de Ipuã,Privatizada,Notas / Protesto de Títulos,Ativo,VAGO,22/07/2019,SP,IPUA,tabelionatoipua@gmail.com,2024-07-16,CARLOS FERNANDO PERES FLORES,-
12.435-4,17/09/1892,"OFICIAL DE REGISTRO DE IMÓVEIS, TÍTULOS E DOCUMENTOS E CIVIL DAS PESSOAS JURÍDICAS",Privatizada,Registro de Imóveis / Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,PROVIDO,12/07/2010,SP,RIBEIRAO BONITO,oficialribeiraobonito@gmail.com,2024-07-04,BELMIRO FAZOLI,HEDERSON FAZOLI
12.436-2,09/01/1996,"Ofício de Registro de Imóveis, Títulos e Documentos e Civil de Pessoas Jurídicas",Oficializada,Registro de Imóveis / Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,PROVIDO,12/07/2010,SP,PEDREGULHO,cartoriopedregulho@hotmail.com,2024-07-11,JOSé EDUARDO FONTOURA DE CARVALHO,-
12.437-0,10/05/1876,"Oficial de Registro de Imóveis, Títulos e Documentos e Civil de Pessoa Jurídica",Privatizada,Registro de Imóveis / Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,PROVIDO,15/03/2024,SP,SAO LUIS DO PARAITINGA,ritdpjslp@hotmail.com,2024-07-10,ARTUR SILVA DE AGUIAR,LUAN KENNEDY FERREIRA DE MELO
12.438-8,18/09/1968,SERVIÇO DE REGISTRO DE IMOVEIS E ANEXOS,Privatizada,Registro de Imóveis / Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,VAGO,02/10/2024,SP,AURIFLAMA,registroimoveisauriflama@bol.com.br,2024-10-01,JOÃO VITOR ZIVIERI,-
12.439-6,02/04/1887,"OFICIAL DE REGISTRO DE IMÓVEIS, TÍTULOS E DOCUMENTOS E CIVIL DE PESSOA JURÍDICA DE ITAPIRA-SP",Oficializada,Registro de Imóveis / Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,PROVIDO,26/10/2023,SP,ITAPIRA,contato@registroitapira.com.br,2023-10-25,BEATRIZ PONCEANO NUNES BUZATTO,PEDRO BUZATTO
12.440-4,25/01/1955,SERVIÇO DE REGISTRO DE IMÓVEIS E ANEXOS DE LENÇOIS PAULISTA - SP,Privatizada,Registro de Imóveis / Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,PROVIDO,12/07/2010,SP,LENCOIS PAULISTA,registrodeimoveislp@hotmail.com,2024-07-11,ROSELY RODRIGUES,ADRIELE RODRIGUES
12.441-2,04/02/1963,"Serviço de Registro de Imóveis, Títulos e Documentos e Civil de Pessoa Jurídica",Privatizada,Registro de Imóveis / Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,VAGO,21/01/2025,SP,APARECIDA,riaparecida@hotmail.com,2025-01-24,HUMBERTO ANDRADE COSSI,ROBERTA ALESSANDRA SANTOS ROSA MORAES
12.442-0,04/04/1939,"SERVIÇO DE REGISTRO DE IMÓVEIS, TÍTULOS E DOCUMENTOS E REGISTRO CIVIL DAS PESSOAS JURÍDICAS DA COMARCA DE ANDRADINA",Privatizada,Registro de Imóveis / Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,PROVIDO,14/03/2024,SP,ANDRADINA,riandradina@outlook.com,2023-10-06,MATHEUS SILVA DE FREITAS,-
12.443-8,13/06/1945,"OFICIAL DE REGISTRO DE IMÓVEIS, TITULOS E DOCUMENTOS E CIVIL DE PESSOA JURÍDICA DA COMARCA DE QUATÁ/SP",Privatizada,Registro de Imóveis / Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,PROVIDO,12/07/2010,SP,QUATA,julianoraduan@gmail.com,2024-07-15,JULIANO RADUAN MIGUEL,-
12.444-6,04/06/1876,OFICIAL DE REGISTRO CIVIL DAS PESSOAS NATURAIS E TABELIÃO DE NOTAS DE RIFAINA,Privatizada,Notas / Registro Civil das Pessoas Naturais e de Interdições e Tutelas,Ativo,VAGO,02/10/2024,SP,RIFAINA,cartorio.rifaina@gmail.com,2024-10-01,MARCELO DE OLIVEIRA SILVA,BRUNA MARIA BATISTA VIANA
12.445-3,04/12/1845,SERVIÇO DO REGISTRO CIVIL DE PESSOAS NATURAIS E ANEXO,Oficializada,Notas / Registro Civil das Pessoas Naturais e de Interdições e Tutelas,Ativo,VAGO,23/04/2024,SP,IPORANGA,IPOCARTORIO@GMAIL.COM,2024-07-08,GRASIELA SCHMOLLER COSTA,-
12.446-1,29/07/1954,Oficial de Registro Civil das Pessoas Naturais e Tabelião de Notas,Privatizada,Notas / Registro Civil das Pessoas Naturais e de Interdições e Tutelas,Ativo,PROVIDO,14/03/2024,SP,SEBASTIANOPOLIS DO SUL,cartoriosebastianopolis@yahoo.com,2023-11-01,JACOB ROSIER MORO DUTILH,-
12.447-9,13/08/1929,"OFICIAL DE REGISTRO CIVIL DAS PESSOAS NATURAIS, INTERDIÇÕES, TUTELAS E TABELIÃO DE NOTAS DA SEDE",Oficializada,Notas / Registro Civil das Pessoas Naturais e de Interdições e Tutelas,Ativo,PROVIDO,03/11/2023,SP,MACAUBAL,cartoriomacaubal@gmail.com,2024-07-15,LANA KEIKO TAKAU ELIAS ESTECIO,-
12.448-7,04/04/1936,SERVIÇO REGISTRAL CIVIL DAS PESSOAS NATURAIS E NOTARIAL DE MACUCOS-GETULINA-SP,Privatizada,Notas / Registro Civil das Pessoas Naturais e de Interdições e Tutelas,Ativo,VAGO,26/10/2023,SP,GETULINA,macucos@arpensp.org.br,2024-07-23,ALISE ANDREIA FORMENTI,-
12.449-5,27/03/1939,Tabelionato de Notas e Protesto de Santa Adélia,Privatizada,Notas / Protesto de Títulos,Ativo,PROVIDO,09/07/2021,SP,SANTA ADELIA,contato@tabsantadelia.com.br,2024-07-11,VINICIUS MAGON NORDI,MARIANA BRITO DE SOUZA
12.450-3,08/05/1897,"OFICIAL DE REGISTRO CIVIL DAS PESSOAS NATURAIS, INTERDIÇÕES, TUTELAS E TABELIÃO DE NOTAS DA SEDE DA COMARCA",Privatizada,Notas / Registro Civil das Pessoas Naturais e de Interdições e Tutelas,Ativo,PROVIDO,26/03/2014,SP,SAO SEBASTIAO DA GRAMA,cartoriossgrama@hotmail.com,2011-10-17,ANTONIO ZANOLLO NETO,EMILIO BARTHOLOMEU NETO
12.451-1,15/07/1953,OFICIAL DE REGISTRO CIVIL DAS PESSOAS NATURAIS E TABELIAO DE NOTAS DE BARAO DE ANTONINA,Privatizada,Notas / Registro Civil das Pessoas Naturais e de Interdições e Tutelas,Ativo,PROVIDO,08/04/2020,SP,BARAO DE ANTONINA,cartoriobaraodeantonina@gmail.com,2024-07-04,VANESSA CALISTO HAILER DOS SANTOS,-
12.452-9,01/06/1922,Serviço Registral da Pessoas Naturais e de Interdições e Tutelas,Privatizada,Registro Civil das Pessoas Naturais e de Interdições e Tutelas,Ativo,PROVIDO,12/07/2010,SP,PRESIDENTE PRUDENTE,regcivil@registrocivilpprudente.com.br,2024-07-25,PLINIO ALESSI,SILVIO RODRIGUES ALESSI
12.453-7,16/03/1869,"Oficial de Registro de Imóveis, Títulos e Documentos e Civil de Pessoa Jurídica",Privatizada,Registro de Imóveis / Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,VAGO,23/06/2025,SP,PARAIBUNA,ri.paraibuna@gmail.com,2025-06-18,ARTUR SILVA DE AGUIAR,KATE RENATA MARCONDES
12.454-5,05/06/1927,CARTORIO DE REGISTRO CIVIL E TABELIONATO DE NOTAS DE UBARANA,Privatizada,Notas / Registro Civil das Pessoas Naturais e de Interdições e Tutelas,Ativo,PROVIDO,12/07/2021,SP,UBARANA,cartorioubarana@gmail.com,2024-08-02,FRANCISCO DE ASSIS MELO FILHO,GABRIELA FERNANDA AVELINO OLIVEIRA
12.455-2,06/04/1930,"Serviço Registral e Notarial (Anexo) das Pessoas Naturais do Município de Pedra Bela, Comarca de Bragança Paulista, Estado de São Paulo",Privatizada,Notas / Registro Civil das Pessoas Naturais e de Interdições e Tutelas,Ativo,PROVIDO,02/04/2020,SP,PEDRA BELA,cartoriopedrabela@gmail.com,2024-07-12,MICHELE MATIAS MALHEIRO ASSAD,DAIANE DE CASSIA CENTOFANTE
12.456-0,27/04/1891,SERVIÇO REGISTRAL E NOTARIAL MONTE ALEGRE DO SUL,Privatizada,Notas / Registro Civil das Pessoas Naturais e de Interdições e Tutelas,Ativo,PROVIDO,12/07/2010,SP,MONTE ALEGRE DO SUL,MONTEALEGREDOSUL@ARPENSP.ORG.BR,2013-07-05,JANAINA DE CASSIA OLIVEIRA ZARPELON,-
12.457-8,07/03/1889,"Oficial de Registro Civil das Pessoas Naturais, interdições, Tutelas e Tabelionato de Notas da Sede da Comarca de Paranapanema",Oficializada,Notas / Registro Civil das Pessoas Naturais e de Interdições e Tutelas,Ativo,PROVIDO,14/03/2024,SP,PARANAPANEMA,cartorio@cartorioparanapanema.com.br,2024-07-13,PAULO FERNANDES VERI MARQUES,-
12.458-6,19/03/1897,Registro Civil das Pessoas Naturais e Tabelionato de Notas de Ribeirão Corrente,Privatizada,Notas / Registro Civil das Pessoas Naturais e de Interdições e Tutelas,Ativo,PROVIDO,12/07/2010,SP,RIBEIRAO CORRENTE,rccartorio@gmail.com,2024-07-15,FRANK PONTES DE OLIVEIRA,DENIZE DE LOURDES RIBEIRO DUARTE
12.459-4,10/08/1931,Sétimo Oficial de Registro de Imóveis,Privatizada,Registro de Imóveis,Ativo,PROVIDO,12/07/2010,SP,SAO PAULO,7ri.sp@terra.com.br,2024-07-10,ADEMAR FIORANELLI,ANTÔNIO CARLOS BELATO CAMARA
12.460-2,28/12/1918,SETIMO TABELIAO DE NOTAS DE SANTOS,Privatizada,Notas,Ativo,PROVIDO,26/03/2014,SP,SANTOS,atendimento@7cartoriodesantos.com.br,2024-07-10,CATARINA PIRES DE CAMARGO VILLALBA,-
12.461-0,10/02/1922,Oficial de Registro Civil e Tabelionato de Notas Severínia,Privatizada,Notas / Registro Civil das Pessoas Naturais e de Interdições e Tutelas,Ativo,VAGO,01/02/2024,SP,SEVERINIA,s1@rcivil.com.br,2024-07-04,ROBSON PASSOS CAIRES,-
12.462-8,06/10/1899,6º TABELIÃO DE NOTAS DE SÃO PAULO - SP,Privatizada,Notas,Ativo,PROVIDO,12/07/2021,SP,SAO PAULO,henrique@sextotabeliao.com.br,2024-07-18,HENRIQUE DE ALMEIDA PRADO FRANCESCHI,ODAIR JOSÉ DE SOUZA
12.463-6,13/04/1908,"OFICIAL DE REGISTRO CIVIL DAS PESSOAS NATURAIS, INTERDIÇÕES, TUTELAS E TABELIÃO DE NOTAS DA SEDE DA COMARCA DE TABAPUÃ",Oficializada,Notas / Registro Civil das Pessoas Naturais e de Interdições e Tutelas,Ativo,PROVIDO,12/07/2010,SP,TABAPUA,cartoriotabapua@hotmail.com,1994-12-07,VERGILIO CEZAR CARLETO CAMARGO,AMANDA SERON
12.464-4,11/05/1968,TABELIÃO DE NOTAS E PROTESTOS DE LETRAS E TÍTULOS,Privatizada,Notas / Protesto de Títulos,Ativo,PROVIDO,13/07/2021,SP,JUQUIA,tabeliaojuquia@gmail.com,2024-08-07,ROGERIO BAENA ROSSMANN,ADRIANO LEOPOLDINO
12.465-1,17/10/1965,TABELIÃO DE NOTAS E ANEXOS,Privatizada,Notas / Protesto de Títulos,Ativo,PROVIDO,12/07/2010,SP,MIGUELOPOLIS,tabeliaomiguelopolis@yahoo.com.br,2024-07-12,MARCIO MORVAN DA SILVA,CELSO LUIZ DE CASTRO SOARES
12.466-9,02/01/1935,Tabelião de Notas e de Protesto,Privatizada,Notas / Protesto de Títulos,Ativo,PROVIDO,12/07/2010,SP,APIAI,tnp.apiai@hotmail.com,2024-07-05,JAQUELINE TREVIZAN,ELCIO ROSA DE ANDRADE
12.467-7,20/01/1981,TABELIÃO DE NOTAS E DE PROTESTO,Privatizada,Notas / Protesto de Títulos,Ativo,VAGO,08/04/2024,SP,TIETE,tabtiete@gmail.com,2024-07-15,MAURICIO TEIXEIRA DE ANDRADE,ANDRE CORREIA SACCON
12.468-5,19/10/1963,TABELIONATO BIANCARDI,Privatizada,Notas / Protesto de Títulos,Ativo,PROVIDO,12/07/2010,SP,PORTO FERREIRA,TABELIAOBIANCARDI@UOL.COM.BR,1969-01-08,ANTONIO JOSÉ BIANCARDI,KELLY LARA RISSI RESCHINI BELLI
12.469-3,22/08/1965,Tabelião de Notas e de Protesto de Letras e Títulos de Jardinópolis/SP,Privatizada,Notas / Protesto de Títulos,Ativo,PROVIDO,12/07/2021,SP,JARDINOPOLIS,tabnotasprotesto@gmail.com,2024-07-18,VICTOR ALEXANDRE GODOY FALAVINHA,REBECA DIAS ROMERO FALAVINHA
12.470-1,02/02/1963,TABELIÃO DE NOTAS E DE PROTESTO DE IBIUNA,Privatizada,Notas / Protesto de Títulos,Ativo,PROVIDO,12/07/2010,SP,IBIUNA,educoppi@ibiuna.com.br,2024-07-04,EDUARDO COPPINI,NILTON FERREIRA DE CAMPOS
12.471-9,12/09/1965,TABELIÃO DE NOTAS E DE PROTESTO DE LETRAS E TITULOS,Oficializada,Notas / Protesto de Títulos,Ativo,PROVIDO,24/04/2020,SP,CERQUEIRA CESAR,cartoriodenotasccesar@hotmail.com,2024-07-15,POLYANA FURTADO REGATIERI SUZUKI,AMANDA ROSSETTO ALVES
12.472-7,24/12/1920,TABELIÃO DE NOTAS E DE PROTESTO DE LETRAS E TÍTULOS,Privatizada,Notas / Protesto de Títulos,Ativo,PROVIDO,13/07/2021,SP,ITAPEVI,oficial@cartoriodeitapevi.com.br,"2015-07-14, 2024-07-04",RODRIGO BOTTENE LEOPOLDINO ALVES,HUDSON LEANDRO DO  NASCIMENTO DE FREITAS
12.473-5,07/03/1964,TABELIÃO DE NOTAS E DE PROTESTO DE LETRAS E TÍTULOS,Privatizada,Notas / Protesto de Títulos,Ativo,PROVIDO,26/03/2014,SP,JUNQUEIROPOLIS,tabeliao_notas@live.com,2011-10-17,BELISE MATHEUS SALLE SCIOLI,DENISE BRAGA PARUSSOLO
12.474-3,18/02/1893,Tabeliao de Notas e de Protesto de Letras e Titulos,Privatizada,Notas / Protesto de Títulos,Ativo,VAGO,07/05/2025,SP,SAO PEDRO,tabeliaodesaopedro@gmail.com,2025-05-02,RENATA QUINA DE OLIVEIRA ASSUMPçãO,PAMELA BOMTORIN NOLASCO
12.475-0,10/11/1892,Tabelião de Notas e de Protesto de Letras e Títulos de Itápolis,Privatizada,Notas / Protesto de Títulos,Ativo,PROVIDO,14/03/2024,SP,ITAPOLIS,contato@cartorioitapolis.com.br,2024-07-10,TIAGO ELIAS BARELLI,NATÁLIA MALAGOLI RODRIGUES CURIONI
12.476-8,29/01/1955,TABELIÃO DE NOTAS E DE PROTESTO DE LETRAS E TÍTULOS DE PAULO DE FARIA,Privatizada,Notas / Protesto de Títulos,Ativo,PROVIDO,12/07/2021,SP,PAULO DE FARIA,tabeliaonp.paulodefaria@hotmail.com,2024-07-15,LUCIA MARIA MARQUES FERREIRA,-
12.477-6,15/07/1987,TABELIÃO DE NOTAS E DE PROTESTO DE LETRAS E TÍTULOS DE AURIFLAMA,Privatizada,Notas / Protesto de Títulos,Ativo,VAGO,04/02/2025,SP,AURIFLAMA,tabeliao.auriflama@hotmail.com,2025-01-29,BRENO DE QUEIROZ PAES E SILVA,JANAíNA ELêNA FAGá
12.478-4,10/07/1945,TABELIÃO DE NOTAS E DE PROTESTO DE LETRAS E TÍTULOS,Privatizada,Notas / Protesto de Títulos,Ativo,PROVIDO,12/07/2010,SP,PEREIRA BARRETO,tabeliaopbarreto@hotmail.com,1991-03-04,MARCOS LEOVEGILDO ALVES,SELMA VALÉRIA VOLTOLINI ALVES
12.479-2,18/09/1886,TABELIÃO DE NOTAS E DE PROTESTO DE LETRAS E TÍTULOS,Privatizada,Notas / Protesto de Títulos,Ativo,PROVIDO,13/07/2021,SP,ITUVERAVA,cartorioituverava@hotmail.com,2024-07-17,CARLOS FERNANDO PERES FLORES,KÁTIA MARISE BONIFÁCIO VITÓRIA
12.480-0,26/09/1965,TABELIONATO DE NOTAS E DE PROTESTOS DE CARAGUATATUBA,Privatizada,Notas / Protesto de Títulos,Ativo,PROVIDO,14/03/2024,SP,CARAGUATATUBA,adm@tabeliaocaragua.com.br,2024-07-15,ALINE ALVES DE MELLO SISTEROLLI,ANA CLÁUDIA HENRIQUES LIMA
12.481-8,14/10/1935,TABELIONATO DE NOTAS E PROTESTO DE LETRAS E TÍTULOS,Privatizada,Notas / Protesto de Títulos,Ativo,PROVIDO,26/03/2014,SP,GARCA,tabelionatogarca@hotmail.com,2011-10-13,CAROLINA HELENA SARTORI GOTTARDI,MáRCIA REGINA SALGUEIRO SARTORI
12.482-6,18/01/1969,TABELIÃO DE NOTAS E DE PROTESTO DE LETRAS E TÍTULOS,Privatizada,Notas / Protesto de Títulos,Ativo,PROVIDO,26/03/2014,SP,VARGEM GRANDE DO SUL,cartoriovgsul@hotmail.com,2024-07-08,ORLANDO BENITO TEIXEIRA,SUELI PENNA PEREIRA
12.483-4,06/08/1962,TABELIONATO ROQUE DOMINGUES,Privatizada,Notas / Protesto de Títulos,Ativo,PROVIDO,12/07/2010,SP,LEME,cartorio.roque@terra.com.br,2024-07-05,SEBASTIÃO ROQUE DOMINGUES DOS SANTOS,DANIELE DOMINGUES DE OLIVEIRA
12.484-2,23/12/1895,TABELIÃO DE NOTAS E DE PROTESTO DE LETRAS E TÍTULOS,Privatizada,Notas / Protesto de Títulos,Ativo,VAGO,15/07/2025,SP,CAJURU,cartoriodecajuru@gmail.com,2025-07-14,LILIANE OLIVEIRA GHERARD DE ALENCAR,-
12.485-9,04/09/1864,Tabelião de Notas e de Protesto de Letras e Títulos,Privatizada,Notas / Protesto de Títulos,Ativo,PROVIDO,05/08/2015,SP,BANANAL,cartoriobananal@hotmail.com,2024-07-04,DAVI RODRIGO GASPAROTTO LUGLI,-
12.486-7,17/12/1962,TABELIÃO DE NOTAS E DE PROTESTO DE LETRAS E TÍTULOS,Privatizada,Notas / Protesto de Títulos,Ativo,PROVIDO,12/07/2010,SP,APARECIDA,tabeliaodiniz@uol.com.br,2024-07-12,CELSO LOPES DINIZ,CELSO LOPES DINIZ JUNIOR
12.487-5,30/03/1910,Tabeliao de Notas e de Protesto de Letras e Titulos,Oficializada,Notas / Protesto de Títulos,Ativo,VAGO,01/10/2024,SP,ORLANDIA,contato@tabeliaonotas.com.br,2024-10-01,NATALIA GENTIL IUCIF ILARIO,-
12.488-3,20/03/1926,TABELIÃO DE NOTAS E DE PROTESTO DE LETRAS E TITULOS,Privatizada,Notas / Protesto de Títulos,Ativo,PROVIDO,12/07/2010,SP,PRESIDENTE BERNARDES,tabeliaonotaspbernardes@hotmail.com,2024-07-04,JOSE ROBERTO BELETATO,ELIANE MORENO DE ALMEIDA
12.489-1,31/10/1969,Tabelião de Notas e de Protesto de Letras e Títulos,Privatizada,Notas / Protesto de Títulos,Ativo,PROVIDO,12/07/2021,SP,CANANEIA,murillo@tabeliaocananeia.com,2017-02-15,MURILLO AUGUSTO DE OLIVEIRA RIBEIRO,ANTONIO LEONEL RODRIGUES
12.490-9,19/10/1963,TABELIï¿½O DE NOTAS E DE PROTESTO DE LETRAS E TITULOS,Privatizada,Notas / Protesto de Títulos,Ativo,PROVIDO,26/03/2014,SP,CRAVINHOS,cartoriodecravinhos@yahoo.com.br,2024-07-11,VALMIR JOAQUIM DA SILVA,LUCILENA THOMAZINI
12.491-7,01/01/1969,TABELIÃO DE NOTAS E DE PROTESTO DE LETRAS E TÍTULOS,Privatizada,Notas / Protesto de Títulos,Ativo,PROVIDO,26/03/2014,SP,FARTURA,tabeliaofartura@bol.com.br,2024-07-15,DANIELA DOS REIS ROJA BENEVENTE,PAULO SERIGO DUARTE
12.492-5,15/01/1969,TABELIÃO DE NOTAS E DE PROTESTO DE LETRAS E TITULOS,Privatizada,Notas / Protesto de Títulos,Ativo,PROVIDO,13/07/2021,SP,PALESTINA,tabelionatopalestina@gmail.com,2015-07-01,SíLVIA HELENA FURQUIM DE ALMEIDA VILAR FEITOSA,LAÍS CRISTINA DA SILVA MARTINS
12.493-3,10/11/1892,Tabelião de Notas e de Protesto de Letras e Títulos,Privatizada,Notas / Protesto de Títulos,Ativo,PROVIDO,26/03/2014,SP,PIRACAIA,contato@cartoriopiracaia.com.br,2024-07-04,HELLEN CRISTINA AMBRÓSIO ZAMPIERI,VALÉRIA DONIZETTI DE ALMEIDA BORGHI
12.494-1,12/04/1923,Tabelião de Notas e de Protesto de Letras e Titulos,Privatizada,Notas / Protesto de Títulos,Ativo,PROVIDO,26/03/2014,SP,DUARTINA,notasduartina@gmail.com,2024-07-15,LUCIANA CRISTINA GRANDE RIBEIRO STEPHANO,SIDINEI APARECIDO STEPHANO JUNIOR
12.495-8,02/04/1955,TABELIÃO DE NOTAS E DE PROTESTO DE LETRAS E TÍTULOS,Privatizada,Notas / Protesto de Títulos / Registro de Distribuição,Ativo,PROVIDO,12/07/2010,SP,ADAMANTINA,cartorionotasadamantina@hotmail.com,2024-07-11,EDISON JOÃO GRESPI,ANTONIO NUNES
12.496-6,06/07/1945,TABELIÃO DE NOTAS E DE PROTESTO DE LETRAS E TÍTULOS,Privatizada,Notas / Protesto de Títulos,Ativo,PROVIDO,12/07/2021,SP,RANCHARIA,cartoriorancharia@gmail.com,2024-07-04,JOSÉ ROBERTO SOARES MARTINS,JAIRO FERREIRA DOS SANTOS
12.497-4,25/01/1969,TABELIÃO DE NOTAS E DE PROTESTO DE LETRAS E TITULOS,Privatizada,Notas / Protesto de Títulos,Ativo,PROVIDO,14/03/2024,SP,"ESTRELA D'OESTE",notasestrela2@gmail.com,2024-07-18,VICTOR VOLPE ALBERTIN FOGOLIN,ANDRESSA CARLA PACIENCIA
12.498-2,13/06/1945,Tabelião de Notas e de Protesto de Letras e Títulos,Privatizada,Notas / Protesto de Títulos,Ativo,PROVIDO,12/07/2010,SP,TANABI,cartorionotastanabi@hotmail.com,2024-07-12,CLAUDIO ANTONIO STEFANI,ARACELI LONGO GARCIA MARTINS
12.499-0,22/04/1873,Tabelião de Notas e de Protesto de Letras e Títulos,Privatizada,Notas / Protesto de Títulos,Ativo,VAGO,26/11/2024,SP,DESCALVADO,lazarinitab@gmail.com,2024-11-13,GUILHERME DE OLIVEIRA BORGES,FÁBIO MIRANDA
12.500-5,12/05/1892,TABELIÃO DE NOTAS E DE PROTESTO DE LETRAS E TÍTULOS,Privatizada,Notas / Protesto de Títulos,Ativo,PROVIDO,12/07/2010,SP,BARIRI,tabeliao@tabeliaobariri.com.br,2024-07-12,BENEDITO CORALINO PEREIRA,-
12.501-3,27/08/1923,Tabelião de Notas e de Protesto de Letras e Títulos,Privatizada,Notas / Protesto de Títulos,Ativo,PROVIDO,12/07/2021,SP,ESPIRITO SANTO DO PINHAL,cartoriopinhal@cartoriopinhal.com.br,2017-01-20,CLAUDIA CAVALCANTE KANEKO,HELDER TOSHIO KANEKO
